Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD,BTC-USD,ETH-USD,SOL-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23 00:00:00+00:00,37289.62109375,2062.210693359375,56.599369049072266,0.6202419996261597,37289.62109375,2062.210693359375,56.599369049072266,0.6202419996261597,37643.91796875,2088.031982421875,59.47392272949219,0.6227570176124573,36923.86328125,2041.4642333984375,56.28756332397461,0.6073259711265564,37420.43359375,2063.905517578125,57.57801818847656,0.6118599772453308,14214948217,7828437946,1379316733,1233580691
2023-11-24 00:00:00+00:00,37720.28125,2081.152099609375,56.86643981933594,0.6218810081481934,37720.28125,2081.152099609375,56.86643981933594,0.6218810081481934,38415.33984375,2132.481201171875,58.686012268066406,0.6252779960632324,37261.60546875,2060.9990234375,56.349090576171875,0.6175259947776794,37296.31640625,2062.411865234375,56.57889175415039,0.6202499866485596,22922957823,12141148820,1146346831,1220784875
2023-11-25 00:00:00+00:00,37796.79296875,2084.4130859375,58.84648895263672,0.6234440207481384,37796.79296875,2084.4130859375,58.84648895263672,0.6234440207481384,37892.4296875,2091.3427734375,59.654144287109375,0.6234750151634216,37617.41796875,2067.917236328125,56.325279235839844,0.6169270277023315,37721.4140625,2081.296142578125,56.86628723144531,0.6218580007553101,9099571165,5362623390,1183793273,604505841
2023-11-26 00:00:00+00:00,37479.12109375,2063.2861328125,57.6427001953125,0.6168190240859985,37479.12109375,2063.2861328125,57.6427001953125,0.6168190240859985,37820.30078125,2094.095947265625,58.95796203613281,0.6355940103530884,37162.75,2038.6004638671875,56.51145553588867,0.6124240159988403,37796.828125,2084.177490234375,58.845420837402344,0.6234520077705383,13744796068,8054814154,871154750,1126158902
2023-11-27 00:00:00+00:00,37254.16796875,2027.4173583984375,55.06462097167969,0.6041529774665833,37254.16796875,2027.4173583984375,55.06462097167969,0.6041529774665833,37559.35546875,2070.606201171875,58.02122497558594,0.6169559955596924,36750.12890625,1988.120361328125,53.71446990966797,0.5967379808425903,37454.19140625,2062.390869140625,57.628868103027344,0.6167470216751099,19002925720,10574810069,1237763215,1209304147
2023-11-28 00:00:00+00:00,37831.0859375,2049.338134765625,58.19437026977539,0.6114220023155212,37831.0859375,2049.338134765625,58.19437026977539,0.6114220023155212,38368.48046875,2074.9541015625,58.6068229675293,0.6139659881591797,36891.08984375,1996.814697265625,54.085323333740234,0.5975340008735657,37247.9921875,2027.5172119140625,55.06262969970703,0.6041399836540222,21696137014,9910633038,1412314015,1079777511
2023-11-29 00:00:00+00:00,37858.4921875,2029.92919921875,59.25012969970703,0.609358012676239,37858.4921875,2029.92919921875,59.25012969970703,0.609358012676239,38366.11328125,2071.994384765625,61.653358459472656,0.6165099740028381,37612.6328125,2020.756591796875,57.8550910949707,0.6051130294799805,37826.10546875,2049.186767578125,58.193050384521484,0.6114100217819214,20728546658,8945151861,1941361674,1007163957
2023-11-30 00:00:00+00:00,37712.74609375,2052.55615234375,59.24162292480469,0.606357991695404,37712.74609375,2052.55615234375,59.24162292480469,0.606357991695404,38141.75390625,2054.4443359375,61.43787384033203,0.6096320152282715,37531.140625,2022.4617919921875,58.946922302246094,0.5998160243034363,37861.1171875,2029.3583984375,59.253517150878906,0.6093549728393555,18115982627,8107789163,1263841021,980182657
2023-12-01 00:00:00+00:00,38688.75,2087.139892578125,59.80399703979492,0.6129149794578552,38688.75,2087.139892578125,59.80399703979492,0.6129149794578552,38954.109375,2109.319091796875,61.758018493652344,0.6139929890632629,37629.359375,2046.5570068359375,58.7782096862793,0.6043859720230103,37718.0078125,2052.0966796875,59.23817825317383,0.6063500046730042,23512784002,10866891430,1376669760,919121548
