Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA,AAPL,AMD,AMZN,GOOG,IBM,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,66.68826293945312,41.150001525878906,88.0469970703125,67.15022277832031,101.6811294555664,147.80572509765625,5.576372146606445,68.7874984741211,41.150001525878906,88.0469970703125,67.3915023803711,128.30784606933594,154.52999877929688,5.59975004196167,68.82499694824219,42.95000076293945,88.44950103759766,67.65464782714844,129.54110717773438,154.88999938964844,5.7245001792907715,67.73249816894531,41.060001373291016,87.75,67.19349670410156,128.11663818359375,152.8300018310547,5.545499801635742,67.86499786376953,42.349998474121094,88.25,67.39749908447266,128.8240966796875,153.0,5.604750156402588,133587600,79927800,54914000,30992000,2651610,23845400,454704000
2019-12-16,67.82984161376953,42.349998474121094,88.46050262451172,67.81483459472656,101.62052154541016,148.7621612548828,5.605250835418701,69.96499633789062,42.349998474121094,88.46050262451172,68.05850219726562,128.23135375976562,155.52999877929688,5.628749847412109,70.19750213623047,42.97999954223633,88.4749984741211,68.23400115966797,129.49330139160156,155.89999389648438,5.701499938964844,69.24500274658203,41.72999954223633,87.85250091552734,67.63349914550781,127.96366882324219,154.82000732421875,5.6192498207092285,69.25,41.72999954223633,88.3499984741211,67.82499694824219,129.0057373046875,155.11000061035156,5.647500038146973,128186000,58824900,62904000,27946000,3189463,24144200,320976000
2019-12-17,67.96315002441406,42.77000045776367,89.53299713134766,67.51341247558594,101.68870544433594,147.958740234375,5.6834235191345215,70.10250091552734,42.77000045776367,89.53299713134766,67.75599670410156,128.31739807128906,154.69000244140625,5.707250118255615,70.44249725341797,43.11000061035156,89.5999984741211,68.25,128.7667236328125,155.7100067138672,5.730000019073486,69.69999694824219,42.150001525878906,88.86949920654297,67.56614685058594,127.5908203125,154.4499969482422,5.638000011444092,69.89250183105469,42.5099983215332,88.90049743652344,68.14450073242188,128.374755859375,155.4499969482422,5.647500038146973,114158400,44852000,72888000,37080000,3040931,25425600,321196000
2019-12-18,67.80075073242188,42.29999923706055,89.20149993896484,67.38886260986328,101.8326416015625,147.6526641845703,5.713795185089111,69.93499755859375,42.29999923706055,89.20149993896484,67.63099670410156,128.49903869628906,154.3699951171875,5.737750053405762,70.4749984741211,43.060001373291016,89.91000366210938,68.02349853515625,129.06309509277344,155.47999572753906,5.798500061035156,69.77999877929688,42.2400016784668,89.11799621582031,67.55000305175781,128.25047302246094,154.17999267578125,5.733749866485596,69.94999694824219,42.790000915527344,89.7509994506836,67.83000183105469,128.6328887939453,154.3000030517578,5.742249965667725,116028400,39083300,67028000,30452000,3244483,24129200,343548000
2019-12-19,67.86861419677734,42.83000183105469,89.61399841308594,67.55925750732422,101.94629669189453,148.9343719482422,5.86192512512207,70.00499725341797,42.83000183105469,89.61399841308594,67.802001953125,128.64244079589844,155.7100067138672,5.886499881744385,70.29499816894531,43.34000015258789,89.64949798583984,67.90499877929688,128.8049774169922,155.77000427246094,5.900000095367432,69.73750305175781,42.599998474121094,88.7030029296875,67.44924926757812,128.28871154785156,153.75,5.767499923706055,69.875,42.630001068115234,89.0250015258789,67.59100341796875,128.54684448242188,154.0,5.772500038146973,98369200,45883000,53056000,29398000,4044359,24958900,445360000
2019-12-20,67.72804260253906,44.150001525878906,89.32499694824219,67.23789978027344,102.72665405273438,150.56039428710938,5.959267616271973,69.86000061035156,44.150001525878906,89.32499694824219,67.47949981689453,129.6271514892578,157.41000366210938,5.984250068664551,70.6624984741211,44.2599983215332,90.14849853515625,68.18199920654297,130.420654296875,158.49000549316406,6.009749889373779,69.63999938964844,43.2599983215332,89.12249755859375,67.44999694824219,129.01528930664062,156.2899932861328,5.934000015258789,70.55750274658203,43.439998626708984,89.98100280761719,68.1675033569336,129.7705535888672,157.35000610351562,5.953249931335449,275978000,68104700,103016000,66300000,7438943,53477500,603044000
2019-12-23,68.833251953125,45.459999084472656,89.6500015258789,67.20054626464844,102.69633483886719,150.56039428710938,5.94557523727417,71.0,45.459999084472656,89.6500015258789,67.44200134277344,129.5889129638672,157.41000366210938,5.9704999923706055,71.0625,45.630001068115234,89.6500015258789,67.98999786376953,130.1625213623047,158.1199951171875,6.045249938964844,70.09249877929688,44.38999938964844,89.22550201416016,67.32550048828125,129.06309509277344,157.27000427246094,5.959750175476074,70.13249969482422,44.58000183105469,89.41300201416016,67.79350280761719,129.8087921142578,158.1199951171875,6.013000011444092,98572000,55886500,42728000,17662000,2932147,17718200,355060000
2019-12-24,68.89869689941406,46.540000915527344,89.46050262451172,66.93748474121094,102.2645034790039,150.53170776367188,5.940596103668213,71.06749725341797,46.540000915527344,89.46050262451172,67.1780014038086,129.04397583007812,157.3800048828125,5.9654998779296875,71.22250366210938,46.61000061035156,89.77850341796875,67.51300048828125,129.6558380126953,157.7100067138672,5.982749938964844,70.7300033569336,45.77000045776367,89.37899780273438,67.13899993896484,128.69024658203125,157.1199951171875,5.920499801635742,71.17250061035156,46.099998474121094,89.69049835205078,67.42500305175781,129.64627075195312,157.47999572753906,5.954999923706055,48478800,44432200,17626000,6950000,1257397,8989200,138864000
