Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,AMD,AMD,AMD,AMD,AMD,AMD,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,IBM,IBM,IBM,IBM,IBM,IBM
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 00:00:00+00:00,135.5,138.4250030517578,135.49000549316406,137.9199981689453,137.58212280273438,19569400,189.88999938964844,191.91000366210938,189.8800048828125,191.4499969482422,190.5166473388672,46505100,145.1300048828125,146.6300048828125,144.72999572753906,146.1300048828125,146.1300048828125,41951200,49.3120002746582,50.54800033569336,49.180999755859375,50.409000396728516,50.39375305175781,414120000,120.69999694824219,121.93000030517578,120.06999969482422,121.52999877929688,121.52999877929688,43138700,371.2200012207031,378.8699951171875,371.0,377.44000244140625,375.3883972167969,52465100,152.50999450683594,154.67999267578125,152.35000610351562,154.35000610351562,148.9649200439453,3658500
2023-11-21 00:00:00+00:00,137.94000244140625,138.96499633789062,137.7050018310547,138.6199951171875,138.2803955078125,17648100,191.41000366210938,191.52000427246094,189.74000549316406,190.63999938964844,189.71060180664062,38134500,143.91000366210938,144.0500030517578,141.5,143.89999389648438,143.89999389648438,71226000,50.125999450683594,50.516998291015625,49.22200012207031,49.944000244140625,49.92889404296875,565747000,120.54000091552734,120.6500015258789,117.94000244140625,119.16000366210938,119.16000366210938,41064800,375.6700134277344,376.2200012207031,371.1199951171875,373.07000732421875,371.04217529296875,28423100,154.60000610351562,154.66000366210938,153.50999450683594,153.91000366210938,148.54029846191406,2859500
2023-11-22 00:00:00+00:00,139.10000610351562,141.10000610351562,139.0,140.02000427246094,139.67697143554688,17306400,191.49000549316406,192.92999267578125,190.8300018310547,191.30999755859375,190.37733459472656,39617700,144.57000732421875,147.74000549316406,144.57000732421875,146.7100067138672,146.7100067138672,45669100,49.85200119018555,50.334999084472656,47.689998626708984,48.715999603271484,48.701263427734375,899420000,120.0,124.76000213623047,119.94999694824219,122.51000213623047,122.51000213623047,56862200,378.0,379.7900085449219,374.9700012207031,377.8500061035156,375.7961730957031,23345300,154.5,155.7100067138672,154.16000366210938,155.1300048828125,149.7177276611328,3044700
2023-11-24 00:00:00+00:00,139.5399932861328,139.677001953125,137.47000122070312,138.22000122070312,137.88137817382812,8828600,190.8699951171875,190.89999389648438,189.25,189.97000122070312,189.0438690185547,24048300,146.6999969482422,147.1999969482422,145.32000732421875,146.74000549316406,146.74000549316406,22378400,48.470001220703125,48.92100143432617,47.744998931884766,47.7760009765625,47.76155471801758,294645000,122.02999877929688,123.25,121.54000091552734,122.30999755859375,122.30999755859375,19001000,377.3299865722656,377.9700012207031,375.1400146484375,377.42999267578125,375.37841796875,10176600,155.1300048828125,155.39999389648438,153.9199981689453,155.17999267578125,149.76596069335938,1799200
2023-11-27 00:00:00+00:00,137.57000732421875,139.6300048828125,137.5399932861328,138.0500030517578,137.71180725097656,17886400,189.9199981689453,190.6699981689453,188.89999389648438,189.7899932861328,188.86473083496094,40552600,147.52999877929688,149.25999450683594,146.8800048828125,147.72999572753906,147.72999572753906,53762400,47.79999923706055,48.529998779296875,47.652000427246094,48.242000579833984,48.22740936279297,395662000,122.06999969482422,123.88999938964844,121.7699966430664,122.6500015258789,122.6500015258789,32743000,376.7799987792969,380.6400146484375,376.20001220703125,378.6099853515625,376.552001953125,22179200,154.99000549316406,156.13999938964844,154.75,155.57000732421875,150.14234924316406,4053100
2023-11-28 00:00:00+00:00,137.6300048828125,138.66000366210938,137.0399932861328,138.6199951171875,138.2803955078125,17046900,189.77999877929688,191.0800018310547,189.39999389648438,190.39999389648438,189.47177124023438,38415400,146.97999572753906,147.60000610351562,145.52999877929688,147.02999877929688,147.02999877929688,42711700,48.236000061035156,48.323001861572266,47.472999572753906,47.82099914550781,47.80653762817383,401491000,121.9800033569336,122.54000091552734,120.79000091552734,122.01000213623047,122.01000213623047,32047100,378.3500061035156,383.0,378.1600036621094,382.70001220703125,380.61981201171875,20453100,155.44000244140625,155.75,154.86000061035156,155.64999389648438,150.2195587158203,2666200
2023-11-29 00:00:00+00:00,138.98500061035156,139.6699981689453,136.2949981689453,136.39999389648438,136.0658416748047,21014700,190.89999389648438,192.08999633789062,188.97000122070312,189.3699951171875,188.44677734375,43014200,147.85000610351562,148.5399932861328,145.97000122070312,146.32000732421875,146.32000732421875,40610900,48.37900161743164,48.762001037597656,47.86000061035156,48.13999938964844,48.12544250488281,382005000,123.9800033569336,125.7300033569336,123.4800033569336,123.8499984741211,123.8499984741211,37876300,383.760009765625,384.29998779296875,377.44000244140625,378.8500061035156,376.7907409667969,28963400,156.14999389648438,157.50999450683594,156.02000427246094,156.41000366210938,150.95306396484375,3568900
2023-11-30 00:00:00+00:00,136.39999389648438,136.9600067138672,132.7899932861328,133.9199981689453,133.5919189453125,29913500,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.02395629882812,48794400,144.75999450683594,146.92999267578125,144.3300018310547,146.08999633789062,146.08999633789062,65814000,48.02399826049805,48.11000061035156,46.422000885009766,46.77000045776367,46.75585174560547,526247000,123.61000061035156,124.05000305175781,119.6500015258789,121.16000366210938,121.16000366210938,44494200,378.489990234375,380.0899963378906,375.4700012207031,378.9100036621094,376.8503723144531,30554400,156.9499969482422,158.60000610351562,156.88999938964844,158.55999755859375,153.02804565429688,6740600
